16:51:57.414 [main] INFO  utilities.Listeners - Execution started
16:52:24.546 [TestNG-test=Parallel Test-2] INFO  utilities.Listeners - existEmployeeDetails Test execution started
16:52:24.554 [TestNG-test=Parallel Test-2] INFO  testCases.DeleteEmployeeTest - Landed into login page
16:52:25.034 [TestNG-test=Parallel Test-3] INFO  utilities.Listeners - notExistEmployeeDetails Test execution started
16:52:25.035 [TestNG-test=Parallel Test-3] INFO  testCases.DeleteEmployeeTest - Landed into login page
16:52:25.507 [TestNG-test=Parallel Test-4] INFO  utilities.Listeners - deleteEmployee Test execution started
16:52:25.510 [TestNG-test=Parallel Test-4] INFO  testCases.DeleteEmployeeTest - Landed into login page
16:52:27.278 [TestNG-test=Parallel Test-1] INFO  utilities.Listeners - addEmployee Test execution started
16:52:27.280 [TestNG-test=Parallel Test-1] INFO  testCases.DeleteEmployeeTest - Landed into login page
16:52:27.744 [TestNG-test=Parallel Test-3] INFO  utilities.Listeners - notExistEmployeeDetails Test execution started
16:52:27.744 [TestNG-test=Parallel Test-3] INFO  testCases.DeleteEmployeeTest - Landed into login page
16:52:27.750 [TestNG-test=Parallel Test-3] INFO  utilities.Listeners - notExistEmployeeDetails Test execution started
16:52:27.751 [TestNG-test=Parallel Test-3] INFO  testCases.DeleteEmployeeTest - Landed into login page
16:52:27.755 [TestNG-test=Parallel Test-3] INFO  utilities.Listeners - notExistEmployeeDetails Test execution started
16:52:27.757 [TestNG-test=Parallel Test-3] INFO  testCases.DeleteEmployeeTest - Landed into login page
16:52:27.884 [TestNG-test=Parallel Test-2] INFO  utilities.Listeners - existEmployeeDetails Test execution started
16:52:27.885 [TestNG-test=Parallel Test-2] INFO  testCases.DeleteEmployeeTest - Landed into login page
16:52:27.887 [TestNG-test=Parallel Test-2] INFO  utilities.Listeners - existEmployeeDetails Test execution started
16:52:27.887 [TestNG-test=Parallel Test-2] INFO  testCases.DeleteEmployeeTest - Landed into login page
16:52:27.889 [TestNG-test=Parallel Test-2] INFO  utilities.Listeners - existEmployeeDetails Test execution started
16:52:27.890 [TestNG-test=Parallel Test-2] INFO  testCases.DeleteEmployeeTest - Landed into login page
16:52:32.319 [TestNG-test=Parallel Test-1] INFO  utilities.Listeners - addEmployee Test execution started
16:52:32.319 [TestNG-test=Parallel Test-1] INFO  testCases.AddEmployeeTest - Landed into login page
16:52:32.797 [TestNG-test=Parallel Test-4] INFO  utilities.Listeners - deleteEmployee Test execution started
16:52:32.798 [TestNG-test=Parallel Test-4] INFO  testCases.AddEmployeeTest - Landed into login page
16:52:33.466 [TestNG-test=Parallel Test-1] INFO  testCases.AddEmployeeTest - Logged in Successfully
16:52:34.361 [TestNG-test=Parallel Test-1] INFO  testCases.AddEmployeeTest - page title is matched
16:52:34.407 [TestNG-test=Parallel Test-1] ERROR testCases.AddEmployeeTest - Test Failed
16:52:34.508 [TestNG-test=Parallel Test-1] INFO  utilities.Listeners - addEmployee Test execution started
16:52:34.509 [TestNG-test=Parallel Test-1] INFO  testCases.AddEmployeeTest - Landed into login page
16:52:34.510 [TestNG-test=Parallel Test-1] INFO  utilities.Listeners - addEmployee Test execution started
16:52:34.511 [TestNG-test=Parallel Test-1] INFO  testCases.AddEmployeeTest - Landed into login page
16:52:38.574 [TestNG-test=Parallel Test-4] INFO  utilities.Listeners - deleteEmployee Test execution started
16:52:38.574 [TestNG-test=Parallel Test-4] INFO  testCases.DeleteEmployeeTest - Landed into login page
16:52:40.663 [TestNG-test=Parallel Test-4] INFO  testCases.DeleteEmployeeTest - Logged in Successfully
16:52:40.669 [TestNG-test=Parallel Test-4] INFO  testCases.DeleteEmployeeTest - page title is matched
16:52:42.331 [TestNG-test=Parallel Test-4] INFO  testCases.DeleteEmployeeTest - Successfully landed into Employee List page
16:52:42.965 [TestNG-test=Parallel Test-4] INFO  testCases.DeleteEmployeeTest - EmployeeId is entered in the employeeId field
16:52:43.025 [TestNG-test=Parallel Test-4] INFO  testCases.DeleteEmployeeTest - Searched Employee entry is not found in the table
16:52:44.968 [TestNG-test=Parallel Test-4] INFO  testCases.DeleteEmployeeTest - Logged out Successfully
16:52:46.043 [main] INFO  utilities.Listeners - Execution completed
