10:33:53.504 [main] INFO  utilities.Listeners - Execution started
10:33:57.095 [main] INFO  utilities.Listeners - addEmployee Test execution started
10:33:57.121 [main] INFO  testCases.AddEmployeeTest - Landed into login page
10:34:03.843 [main] INFO  testCases.AddEmployeeTest - Logged in Successfully
10:34:05.221 [main] INFO  testCases.AddEmployeeTest - page title is matched
10:34:09.274 [main] INFO  testCases.AddEmployeeTest - New Employee added Successfully
10:34:10.788 [main] INFO  testCases.AddEmployeeTest - Success Message is matched
10:34:11.411 [main] INFO  testCases.AddEmployeeTest - Successfully landed into Employee List page
10:34:11.972 [main] INFO  testCases.AddEmployeeTest - Created EmployeeId is entered in the employeeId field
10:34:12.082 [main] INFO  testCases.AddEmployeeTest - Created Employee details is displayed in the table
10:34:34.223 [main] INFO  testCases.AddEmployeeTest - Logged out Successfully
10:34:41.048 [main] INFO  utilities.Listeners - Execution completed
