14:11:30.874 [main] INFO  utilities.Listeners - Execution started
14:11:36.078 [main] INFO  utilities.Listeners - addEmployee Test execution started
14:11:36.084 [main] INFO  testCases.AddEmployeeTest - Landed into login page
14:11:36.883 [main] INFO  testCases.AddEmployeeTest - Logged in Successfully
14:11:38.125 [main] INFO  testCases.AddEmployeeTest - page title is matched
14:11:41.883 [main] INFO  testCases.AddEmployeeTest - New Employee added Successfully
14:11:43.858 [main] INFO  testCases.AddEmployeeTest - Success Message is matched
14:11:44.380 [main] INFO  testCases.AddEmployeeTest - Successfully landed into Employee List page
14:11:44.923 [main] INFO  testCases.AddEmployeeTest - Created EmployeeId is entered in the employeeId field
14:11:59.863 [main] INFO  utilities.Listeners - addEmployee Test execution started
14:11:59.864 [main] INFO  testCases.AddEmployeeTest - Landed into login page
14:12:00.572 [main] INFO  testCases.AddEmployeeTest - Logged in Successfully
14:12:01.783 [main] INFO  testCases.AddEmployeeTest - page title is matched
14:12:05.626 [main] INFO  testCases.AddEmployeeTest - New Employee added Successfully
14:12:07.060 [main] INFO  testCases.AddEmployeeTest - Success Message is matched
14:12:07.615 [main] INFO  testCases.AddEmployeeTest - Successfully landed into Employee List page
14:12:08.144 [main] INFO  testCases.AddEmployeeTest - Created EmployeeId is entered in the employeeId field
14:12:08.715 [main] INFO  testCases.AddEmployeeTest - Created Employee is displayed in the table
14:12:09.677 [main] INFO  testCases.AddEmployeeTest - Logged out Successfully
14:12:11.005 [main] INFO  utilities.Listeners - Execution completed
