12:11:23.145 [main] INFO  utilities.Listeners - Execution started
12:11:27.768 [main] INFO  utilities.Listeners - addEmployee Test execution started
12:11:27.773 [main] INFO  testCases.AddEmployeeTest - Landed into login page
12:11:28.361 [main] INFO  testCases.AddEmployeeTest - Logged in Successfully
12:11:29.605 [main] INFO  testCases.AddEmployeeTest - page title is matched
12:11:33.072 [main] INFO  testCases.AddEmployeeTest - New Employee added Successfully
12:11:34.423 [main] INFO  testCases.AddEmployeeTest - Success Message is matched
12:11:34.931 [main] INFO  testCases.AddEmployeeTest - Successfully landed into Employee List page
12:11:35.400 [main] INFO  testCases.AddEmployeeTest - Created EmployeeId is entered in the employeeId field
12:11:36.005 [main] INFO  testCases.AddEmployeeTest - Created Employee is displayed in the table
12:11:36.911 [main] INFO  testCases.AddEmployeeTest - Logged out Successfully
12:11:38.002 [main] INFO  utilities.Listeners - Execution completed
