14:12:28.256 [main] INFO  utilities.Listeners - Execution started
14:12:33.434 [main] INFO  utilities.Listeners - addEmployee Test execution started
14:12:33.440 [main] INFO  testCases.AddEmployeeTest - Landed into login page
14:12:35.409 [main] INFO  testCases.AddEmployeeTest - Logged in Successfully
14:12:35.417 [main] INFO  testCases.AddEmployeeTest - page title is matched
14:12:39.600 [main] INFO  testCases.AddEmployeeTest - New Employee added Successfully
14:12:41.054 [main] INFO  testCases.AddEmployeeTest - Success Message is matched
14:12:41.636 [main] INFO  testCases.AddEmployeeTest - Successfully landed into Employee List page
14:12:42.207 [main] INFO  testCases.AddEmployeeTest - Created EmployeeId is entered in the employeeId field
14:12:42.799 [main] INFO  testCases.AddEmployeeTest - Created Employee is displayed in the table
14:12:43.947 [main] INFO  testCases.AddEmployeeTest - Logged out Successfully
14:12:45.442 [main] INFO  utilities.Listeners - Execution completed
