10:14:18.028 [main] INFO  utilities.Listeners - Execution started
10:14:24.755 [main] INFO  utilities.Listeners - testLoginAndLogout Test execution started
10:14:24.768 [main] INFO  testCases.LoginandLogoutTest - Landed into login page
10:14:27.639 [main] INFO  testCases.LoginandLogoutTest - Logged in Successfully
10:14:27.661 [main] INFO  testCases.LoginandLogoutTest - page title is matched
10:14:30.597 [main] INFO  testCases.LoginandLogoutTest - Logged out Successfully
10:14:36.424 [main] INFO  utilities.Listeners - addEmployee Test execution started
10:14:36.456 [main] INFO  testCases.AddEmployeeTest - Landed into login page
10:14:38.982 [main] INFO  testCases.AddEmployeeTest - Logged in Successfully
10:14:42.776 [main] INFO  testCases.AddEmployeeTest - New Employee added Successfully
10:14:44.250 [main] INFO  testCases.AddEmployeeTest - Success Message is matched
10:14:44.882 [main] INFO  testCases.AddEmployeeTest - Successfully landed into Employee List page
10:14:45.462 [main] INFO  testCases.AddEmployeeTest - Created EmployeeId is entered in the employeeId field
10:14:45.566 [main] INFO  testCases.AddEmployeeTest - Created Employee details is displayed in the table
10:14:46.052 [main] ERROR testCases.AddEmployeeTest - Test Failed
10:14:51.799 [main] INFO  utilities.Listeners - addEmployee Test execution started
10:14:51.801 [main] INFO  testCases.AddEmployeeTest - Landed into login page
10:14:54.171 [main] INFO  testCases.AddEmployeeTest - Logged in Successfully
10:14:57.829 [main] INFO  testCases.AddEmployeeTest - New Employee added Successfully
10:14:59.186 [main] INFO  testCases.AddEmployeeTest - Success Message is matched
10:14:59.829 [main] INFO  testCases.AddEmployeeTest - Successfully landed into Employee List page
10:15:00.385 [main] INFO  testCases.AddEmployeeTest - Created EmployeeId is entered in the employeeId field
10:15:00.486 [main] INFO  testCases.AddEmployeeTest - Created Employee details is displayed in the table
10:15:00.886 [main] ERROR testCases.AddEmployeeTest - Test Failed
10:15:06.855 [main] INFO  utilities.Listeners - addEmployee Test execution started
10:15:06.858 [main] INFO  testCases.AddEmployeeTest - Landed into login page
10:15:09.237 [main] INFO  testCases.AddEmployeeTest - Logged in Successfully
10:15:13.074 [main] INFO  testCases.AddEmployeeTest - New Employee added Successfully
10:15:22.482 [main] INFO  utilities.Listeners - addEmployee Test execution started
10:15:22.483 [main] INFO  testCases.AddEmployeeTest - Landed into login page
10:15:25.515 [main] INFO  testCases.AddEmployeeTest - Logged in Successfully
10:15:29.221 [main] INFO  testCases.AddEmployeeTest - New Employee added Successfully
10:15:37.074 [main] INFO  utilities.Listeners - employeeDetails Test execution started
10:15:37.075 [main] INFO  testCases.EmployeeDetailsTest - Landed into login page
10:15:46.381 [main] INFO  testCases.EmployeeDetailsTest - Logged in Successfully
10:15:52.042 [main] INFO  testCases.EmployeeDetailsTest - Successfully landed into Employee List page
10:15:53.084 [main] INFO  testCases.EmployeeDetailsTest - Created EmployeeId is entered in the employeeId field
10:15:53.184 [main] INFO  testCases.EmployeeDetailsTest - Created Employee details is displayed in the table
10:15:53.817 [main] INFO  testCases.EmployeeDetailsTest - EmployeeId is matched
10:15:55.522 [main] INFO  utilities.Listeners - Execution completed
