10:55:30.429 [main] INFO  utilities.Listeners - Execution started
10:55:36.546 [main] INFO  utilities.Listeners - addEmployee Test execution started
10:55:36.553 [main] INFO  testCases.AddEmployeeTest - Landed into login page
10:55:37.142 [main] INFO  testCases.AddEmployeeTest - Logged in Successfully
10:55:38.331 [main] INFO  testCases.AddEmployeeTest - page title is matched
10:55:41.757 [main] INFO  testCases.AddEmployeeTest - New Employee added Successfully
10:55:43.058 [main] INFO  testCases.AddEmployeeTest - Success Message is matched
10:55:43.556 [main] INFO  testCases.AddEmployeeTest - Successfully landed into Employee List page
10:55:44.008 [main] INFO  testCases.AddEmployeeTest - Created EmployeeId is entered in the employeeId field
10:55:44.615 [main] INFO  testCases.AddEmployeeTest - Created Employee is displayed in the table
10:55:45.458 [main] INFO  testCases.AddEmployeeTest - Logged out Successfully
10:55:51.850 [main] INFO  utilities.Listeners - existEmployeeDetails Test execution started
10:55:51.850 [main] INFO  testCases.ExistEmployeeDetailsTest - Landed into login page
10:55:52.453 [main] INFO  testCases.ExistEmployeeDetailsTest - Logged in Successfully
10:55:53.633 [main] INFO  testCases.ExistEmployeeDetailsTest - page title is matched
10:55:55.054 [main] INFO  testCases.ExistEmployeeDetailsTest - Successfully landed into Employee List page
10:55:55.623 [main] INFO  testCases.ExistEmployeeDetailsTest - EmployeeId is entered in the employeeId field
10:55:56.152 [main] INFO  testCases.ExistEmployeeDetailsTest - Searched Employee entry is found in the table
10:55:56.983 [main] INFO  testCases.ExistEmployeeDetailsTest - Logged out Successfully
10:56:01.087 [main] INFO  utilities.Listeners - notExistEmployeeDetails Test execution started
10:56:01.088 [main] INFO  testCases.NotExistEmployeeDetailsTest - Landed into login page
10:56:02.876 [main] INFO  testCases.NotExistEmployeeDetailsTest - Logged in Successfully
10:56:02.881 [main] INFO  testCases.NotExistEmployeeDetailsTest - page title is matched
10:56:04.349 [main] INFO  testCases.NotExistEmployeeDetailsTest - Successfully landed into Employee List page
10:56:04.895 [main] INFO  testCases.NotExistEmployeeDetailsTest - EmployeeId is entered in the employeeId field
10:56:05.986 [main] INFO  testCases.NotExistEmployeeDetailsTest - Searched Employee is not found in the table
10:56:06.878 [main] INFO  testCases.NotExistEmployeeDetailsTest - Logged out Successfully
10:56:11.164 [main] INFO  utilities.Listeners - deleteEmployee Test execution started
10:56:11.165 [main] INFO  testCases.DeleteEmployeeTest - Landed into login page
10:56:11.770 [main] INFO  testCases.DeleteEmployeeTest - Logged in Successfully
10:56:12.970 [main] INFO  testCases.DeleteEmployeeTest - page title is matched
10:56:14.444 [main] INFO  testCases.DeleteEmployeeTest - Successfully landed into Employee List page
10:56:14.965 [main] INFO  testCases.DeleteEmployeeTest - EmployeeId is entered in the employeeId field
10:56:15.019 [main] INFO  testCases.DeleteEmployeeTest - Searched Employee entry is not found in the table
10:56:15.431 [main] ERROR testCases.DeleteEmployeeTest - Test Failed
10:56:19.605 [main] INFO  utilities.Listeners - deleteEmployee Test execution started
10:56:19.606 [main] INFO  testCases.DeleteEmployeeTest - Landed into login page
10:56:21.326 [main] INFO  testCases.DeleteEmployeeTest - Logged in Successfully
10:56:21.330 [main] INFO  testCases.DeleteEmployeeTest - page title is matched
10:56:22.882 [main] INFO  testCases.DeleteEmployeeTest - Successfully landed into Employee List page
10:56:23.329 [main] INFO  testCases.DeleteEmployeeTest - EmployeeId is entered in the employeeId field
10:56:23.384 [main] INFO  testCases.DeleteEmployeeTest - Searched Employee entry is not found in the table
10:56:23.825 [main] ERROR testCases.DeleteEmployeeTest - Test Failed
10:56:27.909 [main] INFO  utilities.Listeners - deleteEmployee Test execution started
10:56:27.911 [main] INFO  testCases.DeleteEmployeeTest - Landed into login page
10:56:28.494 [main] INFO  testCases.DeleteEmployeeTest - Logged in Successfully
10:56:29.782 [main] INFO  testCases.DeleteEmployeeTest - page title is matched
10:56:31.497 [main] INFO  testCases.DeleteEmployeeTest - Successfully landed into Employee List page
10:56:32.092 [main] INFO  testCases.DeleteEmployeeTest - EmployeeId is entered in the employeeId field
10:56:32.148 [main] INFO  testCases.DeleteEmployeeTest - Searched Employee entry is not found in the table
10:56:34.342 [main] INFO  testCases.DeleteEmployeeTest - Logged out Successfully
10:56:36.107 [main] INFO  utilities.Listeners - Execution completed
