14:04:53.876 [main] INFO  utilities.Listeners - Execution started
14:04:58.071 [main] INFO  utilities.Listeners - addEmployee Test execution started
14:04:58.077 [main] INFO  testCases.AddEmployeeTest - Landed into login page
14:04:59.866 [main] INFO  testCases.AddEmployeeTest - Logged in Successfully
14:04:59.873 [main] INFO  testCases.AddEmployeeTest - page title is matched
14:05:03.164 [main] INFO  testCases.AddEmployeeTest - New Employee added Successfully
14:05:04.403 [main] INFO  testCases.AddEmployeeTest - Success Message is matched
14:05:04.924 [main] INFO  testCases.AddEmployeeTest - Successfully landed into Employee List page
14:05:05.358 [main] INFO  testCases.AddEmployeeTest - Created EmployeeId is entered in the employeeId field
14:05:05.414 [main] INFO  testCases.AddEmployeeTest - Created Employee details is displayed in the table
14:05:06.204 [main] ERROR testCases.AddEmployeeTest - Test Failed
14:05:10.414 [main] INFO  utilities.Listeners - addEmployee Test execution started
14:05:10.415 [main] INFO  testCases.AddEmployeeTest - Landed into login page
14:05:12.624 [main] INFO  testCases.AddEmployeeTest - Logged in Successfully
14:05:12.630 [main] INFO  testCases.AddEmployeeTest - page title is matched
14:05:16.170 [main] INFO  testCases.AddEmployeeTest - New Employee added Successfully
14:05:17.474 [main] INFO  testCases.AddEmployeeTest - Success Message is matched
14:05:17.956 [main] INFO  testCases.AddEmployeeTest - Successfully landed into Employee List page
14:05:18.412 [main] INFO  testCases.AddEmployeeTest - Created EmployeeId is entered in the employeeId field
14:05:18.469 [main] INFO  testCases.AddEmployeeTest - Created Employee details is displayed in the table
14:05:19.251 [main] ERROR testCases.AddEmployeeTest - Test Failed
14:05:23.436 [main] INFO  utilities.Listeners - addEmployee Test execution started
14:05:23.437 [main] INFO  testCases.AddEmployeeTest - Landed into login page
14:05:25.156 [main] INFO  testCases.AddEmployeeTest - Logged in Successfully
14:05:25.160 [main] INFO  testCases.AddEmployeeTest - page title is matched
14:05:28.574 [main] INFO  testCases.AddEmployeeTest - New Employee added Successfully
14:05:29.866 [main] INFO  testCases.AddEmployeeTest - Success Message is matched
14:05:30.373 [main] INFO  testCases.AddEmployeeTest - Successfully landed into Employee List page
14:05:30.812 [main] INFO  testCases.AddEmployeeTest - Created EmployeeId is entered in the employeeId field
14:05:30.866 [main] INFO  testCases.AddEmployeeTest - Created Employee details is displayed in the table
14:05:33.370 [main] INFO  testCases.AddEmployeeTest - Logged out Successfully
14:05:38.171 [main] INFO  utilities.Listeners - existEmployeeDetails Test execution started
14:05:38.172 [main] INFO  testCases.ExistEmployeeDetailsTest - Landed into login page
14:05:38.760 [main] INFO  testCases.ExistEmployeeDetailsTest - Logged in Successfully
14:05:39.891 [main] INFO  testCases.ExistEmployeeDetailsTest - page title is matched
14:05:41.308 [main] INFO  testCases.ExistEmployeeDetailsTest - Successfully landed into Employee List page
14:05:41.830 [main] INFO  testCases.ExistEmployeeDetailsTest - EmployeeId is entered in the employeeId field
14:05:41.886 [main] INFO  testCases.ExistEmployeeDetailsTest - Searched Employee entry is found in the table
14:05:43.235 [main] INFO  testCases.ExistEmployeeDetailsTest - Logged out Successfully
14:05:47.874 [main] INFO  utilities.Listeners - notExistEmployeeDetails Test execution started
14:05:47.876 [main] INFO  testCases.NotExistEmployeeDetailsTest - Landed into login page
14:05:48.492 [main] INFO  testCases.NotExistEmployeeDetailsTest - Logged in Successfully
14:05:49.639 [main] INFO  testCases.NotExistEmployeeDetailsTest - page title is matched
14:05:51.044 [main] INFO  testCases.NotExistEmployeeDetailsTest - Successfully landed into Employee List page
14:05:51.482 [main] INFO  testCases.NotExistEmployeeDetailsTest - EmployeeId is entered in the employeeId field
14:05:51.544 [main] INFO  testCases.NotExistEmployeeDetailsTest - Searched Employee entry is not found in the table
14:05:53.108 [main] INFO  testCases.NotExistEmployeeDetailsTest - Logged out Successfully
14:05:54.401 [main] INFO  utilities.Listeners - Execution completed
