14:10:11.887 [main] INFO  utilities.Listeners - Execution started
14:10:16.896 [main] INFO  utilities.Listeners - addEmployee Test execution started
14:10:16.903 [main] INFO  testCases.AddEmployeeTest - Landed into login page
14:10:17.620 [main] INFO  testCases.AddEmployeeTest - Logged in Successfully
14:10:18.911 [main] INFO  testCases.AddEmployeeTest - page title is matched
14:10:23.059 [main] INFO  testCases.AddEmployeeTest - New Employee added Successfully
14:10:24.499 [main] INFO  testCases.AddEmployeeTest - Success Message is matched
14:10:25.104 [main] INFO  testCases.AddEmployeeTest - Successfully landed into Employee List page
14:10:25.661 [main] INFO  testCases.AddEmployeeTest - Created EmployeeId is entered in the employeeId field
14:10:26.289 [main] INFO  testCases.AddEmployeeTest - Created Employee is displayed in the table
14:10:27.378 [main] INFO  testCases.AddEmployeeTest - Logged out Successfully
14:10:28.741 [main] INFO  utilities.Listeners - Execution completed
