23:56:53.358 [main] INFO  utilities.Listeners - Execution started
23:56:56.848 [main] INFO  utilities.Listeners - testLoginAndLogout Test execution started
23:56:56.862 [main] INFO  testCases.LoginandLogoutTest - Landed into login page
23:57:06.968 [main] INFO  testCases.LoginandLogoutTest - Logged in Successfully
23:57:06.980 [main] INFO  testCases.LoginandLogoutTest - page title is matched
23:57:09.620 [main] INFO  testCases.LoginandLogoutTest - Logged out Successfully
23:57:18.056 [main] INFO  utilities.Listeners - addEmployee Test execution started
23:57:18.073 [main] INFO  testCases.AddEmployeeTest - Landed into login page
23:57:21.470 [main] INFO  testCases.AddEmployeeTest - Logged in Successfully
23:57:25.502 [main] INFO  testCases.AddEmployeeTest - New Employee added Successfully
23:57:26.826 [main] INFO  testCases.AddEmployeeTest - Success Message is matched
23:57:27.557 [main] INFO  testCases.AddEmployeeTest - Successfully landed into Employee List page
23:57:28.110 [main] INFO  testCases.AddEmployeeTest - Created EmployeeId is entered in the employeeId field
23:57:28.216 [main] INFO  testCases.AddEmployeeTest - Created Employee details is displayed in the table
23:57:29.018 [main] ERROR testCases.AddEmployeeTest - Test Failed
23:57:35.472 [main] INFO  utilities.Listeners - addEmployee Test execution started
23:57:35.475 [main] INFO  testCases.AddEmployeeTest - Landed into login page
23:57:39.042 [main] INFO  testCases.AddEmployeeTest - Logged in Successfully
23:57:42.743 [main] INFO  testCases.AddEmployeeTest - New Employee added Successfully
23:57:44.093 [main] INFO  testCases.AddEmployeeTest - Success Message is matched
23:57:44.744 [main] INFO  testCases.AddEmployeeTest - Successfully landed into Employee List page
23:57:50.650 [main] INFO  testCases.AddEmployeeTest - Created EmployeeId is entered in the employeeId field
23:57:50.751 [main] INFO  testCases.AddEmployeeTest - Created Employee details is displayed in the table
23:57:51.810 [main] ERROR testCases.AddEmployeeTest - Test Failed
23:57:59.631 [main] INFO  utilities.Listeners - addEmployee Test execution started
23:57:59.633 [main] INFO  testCases.AddEmployeeTest - Landed into login page
23:58:02.005 [main] INFO  testCases.AddEmployeeTest - Logged in Successfully
23:58:05.771 [main] INFO  testCases.AddEmployeeTest - New Employee added Successfully
23:58:07.153 [main] INFO  testCases.AddEmployeeTest - Success Message is matched
23:58:07.787 [main] INFO  testCases.AddEmployeeTest - Successfully landed into Employee List page
23:58:08.346 [main] INFO  testCases.AddEmployeeTest - Created EmployeeId is entered in the employeeId field
23:58:08.439 [main] INFO  testCases.AddEmployeeTest - Created Employee details is displayed in the table
23:58:09.054 [main] INFO  testCases.AddEmployeeTest - EmployeeId is matched
23:58:15.544 [main] INFO  utilities.Listeners - employeeDetails Test execution started
23:58:15.545 [main] INFO  testCases.EmployeeDetailsTest - Landed into login page
23:58:17.907 [main] INFO  testCases.EmployeeDetailsTest - Logged in Successfully
23:58:19.388 [main] INFO  testCases.EmployeeDetailsTest - Successfully landed into Employee List page
23:58:20.030 [main] INFO  testCases.EmployeeDetailsTest - EmployeeId is entered in the employeeId field
23:58:20.118 [main] INFO  testCases.EmployeeDetailsTest - Created Employee details is displayed in the table
23:58:20.591 [main] INFO  testCases.EmployeeDetailsTest - EmployeeId is matched
23:58:22.333 [main] INFO  utilities.Listeners - Execution completed
