12:45:05.684 [main] INFO  utilities.Listeners - Execution started
12:45:10.017 [main] INFO  utilities.Listeners - employeeDetails Test execution started
12:45:10.022 [main] INFO  testCases.EmployeeDetailsTest - Landed into login page
12:45:11.791 [main] INFO  testCases.EmployeeDetailsTest - Logged in Successfully
12:45:13.198 [main] INFO  testCases.EmployeeDetailsTest - Successfully landed into Employee List page
12:45:13.633 [main] INFO  testCases.EmployeeDetailsTest - Created EmployeeId is entered in the employeeId field
12:45:13.635 [main] INFO  testCases.EmployeeDetailsTest - elementToBeClickableis not found
12:45:13.692 [main] INFO  testCases.EmployeeDetailsTest - Created Employee details is displayed in the table
12:45:14.096 [main] INFO  testCases.EmployeeDetailsTest - visibilityOfElementLocatedis not found
12:45:14.119 [main] ERROR testCases.EmployeeDetailsTest - Test Failed
12:45:15.270 [main] INFO  utilities.Listeners - Execution completed
