15:47:01.147 [main] INFO  utilities.Listeners - Execution started
15:47:05.579 [TestNG-test=Test-2] INFO  utilities.Listeners - existEmployeeDetails Test execution started
15:47:05.585 [TestNG-test=Test-2] INFO  testCases.AddEmployeeTest - Landed into login page
15:47:06.014 [TestNG-test=Test-1] INFO  utilities.Listeners - addEmployee Test execution started
15:47:06.016 [TestNG-test=Test-1] INFO  testCases.AddEmployeeTest - Landed into login page
15:47:06.610 [TestNG-test=Test-2] INFO  testCases.AddEmployeeTest - Logged in Successfully
15:47:07.506 [TestNG-test=Test-2] INFO  testCases.AddEmployeeTest - page title is matched
15:47:10.217 [TestNG-test=Test-2] ERROR testCases.AddEmployeeTest - Test Failed
15:47:10.362 [TestNG-test=Test-2] INFO  utilities.Listeners - existEmployeeDetails Test execution started
15:47:10.362 [TestNG-test=Test-2] INFO  testCases.AddEmployeeTest - Landed into login page
15:47:10.366 [TestNG-test=Test-2] INFO  utilities.Listeners - existEmployeeDetails Test execution started
15:47:10.366 [TestNG-test=Test-2] INFO  testCases.AddEmployeeTest - Landed into login page
15:47:10.369 [TestNG-test=Test-2] INFO  utilities.Listeners - existEmployeeDetails Test execution started
15:47:10.370 [TestNG-test=Test-2] INFO  testCases.AddEmployeeTest - Landed into login page
15:47:14.466 [TestNG-test=Test-3] INFO  utilities.Listeners - notExistEmployeeDetails Test execution started
15:47:14.467 [TestNG-test=Test-3] INFO  testCases.NotExistEmployeeDetailsTest - Landed into login page
15:47:14.593 [TestNG-test=Test-1] INFO  utilities.Listeners - addEmployee Test execution started
15:47:14.595 [TestNG-test=Test-1] INFO  testCases.NotExistEmployeeDetailsTest - Landed into login page
15:47:16.495 [TestNG-test=Test-3] INFO  testCases.NotExistEmployeeDetailsTest - Logged in Successfully
15:47:16.501 [TestNG-test=Test-3] INFO  testCases.NotExistEmployeeDetailsTest - page title is matched
15:47:16.551 [TestNG-test=Test-3] ERROR testCases.NotExistEmployeeDetailsTest - Test Failed
15:47:16.643 [TestNG-test=Test-3] INFO  utilities.Listeners - notExistEmployeeDetails Test execution started
15:47:16.644 [TestNG-test=Test-3] INFO  testCases.NotExistEmployeeDetailsTest - Landed into login page
15:47:16.646 [TestNG-test=Test-3] INFO  utilities.Listeners - notExistEmployeeDetails Test execution started
15:47:16.646 [TestNG-test=Test-3] INFO  testCases.NotExistEmployeeDetailsTest - Landed into login page
15:47:16.649 [TestNG-test=Test-3] INFO  utilities.Listeners - notExistEmployeeDetails Test execution started
15:47:16.649 [TestNG-test=Test-3] INFO  testCases.NotExistEmployeeDetailsTest - Landed into login page
15:47:20.776 [TestNG-test=Test-1] INFO  utilities.Listeners - addEmployee Test execution started
15:47:20.777 [TestNG-test=Test-1] INFO  testCases.AddEmployeeTest - Landed into login page
15:47:21.214 [TestNG-test=Test-4] INFO  utilities.Listeners - deleteEmployee Test execution started
15:47:21.214 [TestNG-test=Test-4] INFO  testCases.AddEmployeeTest - Landed into login page
15:47:21.802 [TestNG-test=Test-1] INFO  testCases.AddEmployeeTest - Logged in Successfully
15:47:22.722 [TestNG-test=Test-1] INFO  testCases.AddEmployeeTest - page title is matched
15:47:22.771 [TestNG-test=Test-1] ERROR testCases.AddEmployeeTest - Test Failed
15:47:22.861 [TestNG-test=Test-1] INFO  utilities.Listeners - addEmployee Test execution started
15:47:22.862 [TestNG-test=Test-1] INFO  testCases.AddEmployeeTest - Landed into login page
15:47:26.877 [TestNG-test=Test-4] INFO  utilities.Listeners - deleteEmployee Test execution started
15:47:26.877 [TestNG-test=Test-4] INFO  testCases.DeleteEmployeeTest - Landed into login page
15:47:28.642 [TestNG-test=Test-4] INFO  testCases.DeleteEmployeeTest - Logged in Successfully
15:47:28.647 [TestNG-test=Test-4] INFO  testCases.DeleteEmployeeTest - page title is matched
15:47:30.066 [TestNG-test=Test-4] INFO  testCases.DeleteEmployeeTest - Successfully landed into Employee List page
15:47:30.516 [TestNG-test=Test-4] INFO  testCases.DeleteEmployeeTest - EmployeeId is entered in the employeeId field
15:47:30.574 [TestNG-test=Test-4] INFO  testCases.DeleteEmployeeTest - Searched Employee entry is not found in the table
15:47:38.255 [TestNG-test=Test-4] ERROR testCases.DeleteEmployeeTest - Test Failed
15:47:43.528 [TestNG-test=Test-4] INFO  utilities.Listeners - deleteEmployee Test execution started
15:47:43.529 [TestNG-test=Test-4] INFO  testCases.DeleteEmployeeTest - Landed into login page
15:47:47.340 [TestNG-test=Test-4] INFO  utilities.Listeners - deleteEmployee Test execution started
15:47:47.341 [TestNG-test=Test-4] INFO  testCases.DeleteEmployeeTest - Landed into login page
15:47:48.647 [main] INFO  utilities.Listeners - Execution completed
