10:31:55.861 [main] INFO  utilities.Listeners - Execution started
10:32:04.072 [main] INFO  utilities.Listeners - testLoginAndLogout Test execution started
10:32:04.080 [main] INFO  testCases.LoginandLogoutTest - Landed into login page
10:32:05.206 [main] INFO  testCases.LoginandLogoutTest - Logged in Successfully
10:32:07.016 [main] INFO  testCases.LoginandLogoutTest - page title is matched
10:32:09.490 [main] INFO  testCases.LoginandLogoutTest - Logged out Successfully
10:32:18.695 [main] INFO  utilities.Listeners - addEmployee Test execution started
10:32:18.716 [main] INFO  testCases.AddEmployeeTest - Landed into login page
10:32:22.512 [main] INFO  testCases.AddEmployeeTest - Logged in Successfully
10:32:27.203 [main] INFO  testCases.AddEmployeeTest - New Employee added Successfully
10:32:28.517 [main] INFO  testCases.AddEmployeeTest - Success Message is matched
10:32:29.121 [main] INFO  testCases.AddEmployeeTest - Successfully landed into Employee List page
10:32:29.749 [main] INFO  testCases.AddEmployeeTest - Created EmployeeId is entered in the employeeId field
10:32:29.856 [main] INFO  testCases.AddEmployeeTest - Created Employee details is displayed in the table
10:32:30.388 [main] ERROR testCases.AddEmployeeTest - Test Failed
10:32:38.746 [main] INFO  utilities.Listeners - addEmployee Test execution started
10:32:38.747 [main] INFO  testCases.AddEmployeeTest - Landed into login page
10:32:54.507 [main] INFO  testCases.AddEmployeeTest - Logged in Successfully
10:33:44.540 [main] ERROR testCases.AddEmployeeTest - Test Failed
10:33:52.965 [main] INFO  utilities.Listeners - addEmployee Test execution started
10:33:52.966 [main] INFO  testCases.AddEmployeeTest - Landed into login page
10:33:55.678 [main] INFO  testCases.AddEmployeeTest - Logged in Successfully
10:33:59.589 [main] INFO  testCases.AddEmployeeTest - New Employee added Successfully
10:34:11.313 [main] INFO  utilities.Listeners - addEmployee Test execution started
10:34:11.314 [main] INFO  testCases.AddEmployeeTest - Landed into login page
10:34:13.874 [main] INFO  testCases.AddEmployeeTest - Logged in Successfully
10:34:17.980 [main] INFO  testCases.AddEmployeeTest - New Employee added Successfully
10:34:19.398 [main] INFO  testCases.AddEmployeeTest - Success Message is matched
10:34:20.052 [main] INFO  testCases.AddEmployeeTest - Successfully landed into Employee List page
10:34:20.681 [main] INFO  testCases.AddEmployeeTest - Created EmployeeId is entered in the employeeId field
10:34:20.785 [main] INFO  testCases.AddEmployeeTest - Created Employee details is displayed in the table
10:34:21.204 [main] INFO  testCases.AddEmployeeTest - EmployeeId is matched
10:34:24.229 [main] INFO  utilities.Listeners - employeeDetails Test execution started
10:34:24.232 [main] INFO  testCases.EmployeeDetailsTest - Landed into login page
10:34:32.810 [main] INFO  testCases.EmployeeDetailsTest - Logged in Successfully
10:34:34.808 [main] INFO  testCases.EmployeeDetailsTest - Successfully landed into Employee List page
10:34:35.297 [main] INFO  testCases.EmployeeDetailsTest - Created EmployeeId is entered in the employeeId field
10:34:35.392 [main] INFO  testCases.EmployeeDetailsTest - Created Employee details is displayed in the table
10:34:35.856 [main] INFO  testCases.EmployeeDetailsTest - EmployeeId is matched
10:34:37.516 [main] INFO  utilities.Listeners - Execution completed
