19:11:09.456 [main] INFO  utilities.Listeners - Execution started
19:11:14.007 [main] INFO  utilities.Listeners - testLoginAndLogout Test execution started
19:11:14.011 [main] INFO  testCases.LoginandLogoutTest - Landed into login page
19:11:14.641 [main] INFO  testCases.LoginandLogoutTest - Logged in Successfully
19:11:15.830 [main] INFO  testCases.LoginandLogoutTest - page title is matched
19:11:18.145 [main] INFO  testCases.LoginandLogoutTest - Logged out Successfully
19:11:22.669 [main] INFO  utilities.Listeners - addEmployee Test execution started
19:11:22.672 [main] INFO  testCases.AddEmployeeTest - Landed into login page
19:11:24.544 [main] INFO  testCases.AddEmployeeTest - Logged in Successfully
19:11:28.921 [main] INFO  testCases.AddEmployeeTest - New Employee added Successfully
19:11:30.385 [main] INFO  testCases.AddEmployeeTest - Success Message is matched
19:11:30.906 [main] INFO  testCases.AddEmployeeTest - Successfully landed into Employee List page
19:11:31.398 [main] INFO  testCases.AddEmployeeTest - Created EmployeeId is entered in the employeeId field
19:11:31.454 [main] INFO  testCases.AddEmployeeTest - Created Employee details is displayed in the table
19:11:32.247 [main] ERROR testCases.AddEmployeeTest - Test Failed
19:11:36.563 [main] INFO  utilities.Listeners - addEmployee Test execution started
19:11:36.564 [main] INFO  testCases.AddEmployeeTest - Landed into login page
19:11:38.349 [main] INFO  testCases.AddEmployeeTest - Logged in Successfully
19:11:42.003 [main] INFO  testCases.AddEmployeeTest - New Employee added Successfully
19:11:43.348 [main] INFO  testCases.AddEmployeeTest - Success Message is matched
19:11:43.871 [main] INFO  testCases.AddEmployeeTest - Successfully landed into Employee List page
19:11:44.326 [main] INFO  testCases.AddEmployeeTest - Created EmployeeId is entered in the employeeId field
19:11:44.381 [main] INFO  testCases.AddEmployeeTest - Created Employee details is displayed in the table
19:11:45.058 [main] ERROR testCases.AddEmployeeTest - Test Failed
19:11:49.250 [main] INFO  utilities.Listeners - addEmployee Test execution started
19:11:49.250 [main] INFO  testCases.AddEmployeeTest - Landed into login page
19:11:51.037 [main] INFO  testCases.AddEmployeeTest - Logged in Successfully
19:11:54.829 [main] INFO  testCases.AddEmployeeTest - New Employee added Successfully
19:11:56.169 [main] INFO  testCases.AddEmployeeTest - Success Message is matched
19:11:56.710 [main] INFO  testCases.AddEmployeeTest - Successfully landed into Employee List page
19:11:57.186 [main] INFO  testCases.AddEmployeeTest - Created EmployeeId is entered in the employeeId field
19:11:57.239 [main] INFO  testCases.AddEmployeeTest - Created Employee details is displayed in the table
19:11:57.809 [main] ERROR testCases.AddEmployeeTest - Test Failed
19:12:01.969 [main] INFO  utilities.Listeners - addEmployee Test execution started
19:12:01.970 [main] INFO  testCases.AddEmployeeTest - Landed into login page
19:12:03.807 [main] INFO  testCases.AddEmployeeTest - Logged in Successfully
19:12:07.163 [main] INFO  testCases.AddEmployeeTest - New Employee added Successfully
19:12:12.689 [main] INFO  utilities.Listeners - employeeDetails Test execution started
19:12:12.690 [main] INFO  testCases.EmployeeDetailsTest - Landed into login page
19:12:14.496 [main] INFO  testCases.EmployeeDetailsTest - Logged in Successfully
19:12:15.989 [main] INFO  testCases.EmployeeDetailsTest - Successfully landed into Employee List page
19:12:16.439 [main] INFO  testCases.EmployeeDetailsTest - Created EmployeeId is entered in the employeeId field
19:12:16.493 [main] INFO  testCases.EmployeeDetailsTest - Created Employee details is displayed in the table
19:12:17.070 [main] INFO  testCases.EmployeeDetailsTest - EmployeeId is matched
19:12:18.074 [main] INFO  utilities.Listeners - Execution completed
