17:19:06.360 [main] INFO  utilities.Listeners - Execution started
17:19:15.504 [main] INFO  utilities.Listeners - addEmployee Test execution started
17:19:15.509 [main] INFO  testCases.AddEmployeeTest - Landed into login page
17:19:19.574 [main] INFO  testCases.AddEmployeeTest - Logged in Successfully
17:19:19.591 [main] INFO  testCases.AddEmployeeTest - page title is matched
17:19:24.534 [main] INFO  testCases.AddEmployeeTest - New Employee added Successfully
17:19:26.149 [main] INFO  testCases.AddEmployeeTest - Success Message is matched
17:19:26.951 [main] INFO  testCases.AddEmployeeTest - Successfully landed into Employee List page
17:19:27.589 [main] INFO  testCases.AddEmployeeTest - Created EmployeeId is entered in the employeeId field
17:19:27.737 [main] INFO  testCases.AddEmployeeTest - Created Employee details is displayed in the table
17:19:30.867 [main] INFO  testCases.AddEmployeeTest - Logged out Successfully
17:19:37.994 [main] INFO  utilities.Listeners - existEmployeeDetails Test execution started
17:19:37.995 [main] INFO  testCases.ExistEmployeeDetailsTest - Landed into login page
17:19:39.109 [main] INFO  testCases.ExistEmployeeDetailsTest - Logged in Successfully
17:19:40.363 [main] INFO  testCases.ExistEmployeeDetailsTest - page title is matched
17:19:42.120 [main] INFO  testCases.ExistEmployeeDetailsTest - Successfully landed into Employee List page
17:19:42.687 [main] INFO  testCases.ExistEmployeeDetailsTest - EmployeeId is entered in the employeeId field
17:19:42.810 [main] INFO  testCases.ExistEmployeeDetailsTest - Searched Employee entry is found in the table
17:19:44.351 [main] INFO  testCases.ExistEmployeeDetailsTest - Logged out Successfully
17:19:52.524 [main] INFO  utilities.Listeners - notExistEmployeeDetails Test execution started
17:19:52.525 [main] INFO  testCases.NotExistEmployeeDetailsTest - Landed into login page
17:19:53.715 [main] INFO  testCases.NotExistEmployeeDetailsTest - Logged in Successfully
17:19:55.171 [main] INFO  testCases.NotExistEmployeeDetailsTest - page title is matched
17:19:56.891 [main] INFO  testCases.NotExistEmployeeDetailsTest - Successfully landed into Employee List page
17:19:57.467 [main] INFO  testCases.NotExistEmployeeDetailsTest - EmployeeId is entered in the employeeId field
17:19:57.605 [main] INFO  testCases.NotExistEmployeeDetailsTest - Searched Employee entry is not found in the table
17:20:07.295 [main] INFO  utilities.Listeners - notExistEmployeeDetails Test execution started
17:20:07.296 [main] INFO  testCases.NotExistEmployeeDetailsTest - Landed into login page
17:20:10.489 [main] INFO  testCases.NotExistEmployeeDetailsTest - Logged in Successfully
17:20:10.502 [main] INFO  testCases.NotExistEmployeeDetailsTest - page title is matched
17:20:12.052 [main] INFO  testCases.NotExistEmployeeDetailsTest - Successfully landed into Employee List page
17:20:12.660 [main] INFO  testCases.NotExistEmployeeDetailsTest - EmployeeId is entered in the employeeId field
17:20:12.794 [main] INFO  testCases.NotExistEmployeeDetailsTest - Searched Employee entry is not found in the table
17:20:14.527 [main] INFO  testCases.NotExistEmployeeDetailsTest - Logged out Successfully
17:20:17.029 [main] INFO  utilities.Listeners - Execution completed
