15:54:19.232 [main] INFO  utilities.Listeners - Execution started
15:54:26.699 [TestNG-test=Test-1] INFO  utilities.Listeners - addEmployee Test execution started
15:54:26.705 [TestNG-test=Test-1] INFO  testCases.NotExistEmployeeDetailsTest - Landed into login page
15:54:28.700 [TestNG-test=Test-2] INFO  utilities.Listeners - existEmployeeDetails Test execution started
15:54:28.702 [TestNG-test=Test-2] INFO  testCases.NotExistEmployeeDetailsTest - Landed into login page
15:54:30.246 [TestNG-test=Test-3] INFO  utilities.Listeners - notExistEmployeeDetails Test execution started
15:54:30.247 [TestNG-test=Test-3] INFO  testCases.NotExistEmployeeDetailsTest - Landed into login page
15:54:31.875 [TestNG-test=Test-4] INFO  utilities.Listeners - deleteEmployee Test execution started
15:54:31.876 [TestNG-test=Test-4] INFO  testCases.NotExistEmployeeDetailsTest - Landed into login page
15:54:34.681 [TestNG-test=Test-1] INFO  testCases.NotExistEmployeeDetailsTest - Logged in Successfully
15:54:38.918 [TestNG-test=Test-1] INFO  testCases.NotExistEmployeeDetailsTest - page title is matched
15:54:38.942 [TestNG-test=Test-2] INFO  utilities.Listeners - existEmployeeDetails Test execution started
15:54:38.942 [TestNG-test=Test-4] INFO  utilities.Listeners - deleteEmployee Test execution started
15:54:38.942 [TestNG-test=Test-1] ERROR testCases.NotExistEmployeeDetailsTest - Test Failed
15:54:38.943 [TestNG-test=Test-2] INFO  testCases.NotExistEmployeeDetailsTest - Landed into login page
15:54:38.943 [TestNG-test=Test-4] INFO  testCases.NotExistEmployeeDetailsTest - Landed into login page
15:54:38.948 [TestNG-test=Test-2] INFO  utilities.Listeners - existEmployeeDetails Test execution started
15:54:38.948 [TestNG-test=Test-4] INFO  utilities.Listeners - deleteEmployee Test execution started
15:54:38.948 [TestNG-test=Test-2] INFO  testCases.AddEmployeeTest - Landed into login page
15:54:38.949 [TestNG-test=Test-4] INFO  testCases.AddEmployeeTest - Landed into login page
15:54:38.954 [TestNG-test=Test-2] INFO  utilities.Listeners - existEmployeeDetails Test execution started
15:54:38.954 [TestNG-test=Test-4] INFO  utilities.Listeners - deleteEmployee Test execution started
15:54:38.955 [TestNG-test=Test-2] INFO  testCases.AddEmployeeTest - Landed into login page
15:54:38.955 [TestNG-test=Test-4] INFO  testCases.AddEmployeeTest - Landed into login page
15:54:40.724 [TestNG-test=Test-3] INFO  utilities.Listeners - notExistEmployeeDetails Test execution started
15:54:40.724 [TestNG-test=Test-3] INFO  testCases.AddEmployeeTest - Landed into login page
15:54:44.750 [TestNG-test=Test-1] INFO  utilities.Listeners - addEmployee Test execution started
15:54:44.751 [TestNG-test=Test-1] INFO  testCases.AddEmployeeTest - Landed into login page
15:54:47.175 [TestNG-test=Test-3] INFO  testCases.AddEmployeeTest - Logged in Successfully
15:54:50.080 [TestNG-test=Test-3] INFO  testCases.AddEmployeeTest - page title is matched
15:54:50.148 [TestNG-test=Test-3] ERROR testCases.AddEmployeeTest - Test Failed
15:54:50.151 [TestNG-test=Test-3] INFO  utilities.Listeners - notExistEmployeeDetails Test execution started
15:54:50.152 [TestNG-test=Test-3] INFO  testCases.AddEmployeeTest - Landed into login page
15:54:50.157 [TestNG-test=Test-3] INFO  utilities.Listeners - notExistEmployeeDetails Test execution started
15:54:50.157 [TestNG-test=Test-3] INFO  testCases.AddEmployeeTest - Landed into login page
15:54:53.114 [TestNG-test=Test-1] INFO  utilities.Listeners - addEmployee Test execution started
15:54:53.115 [TestNG-test=Test-1] INFO  testCases.AddEmployeeTest - Landed into login page
15:54:55.525 [TestNG-test=Test-1] INFO  utilities.Listeners - addEmployee Test execution started
15:54:55.526 [TestNG-test=Test-1] INFO  testCases.AddEmployeeTest - Landed into login page
15:54:56.455 [main] INFO  utilities.Listeners - Execution completed
